País,Variable,Código CINE,Nivel CINE,Grado,Población,Year,value,Definicion_variable
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2019,1537.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2019,245684.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2019,125563.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2019,120121.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2019,232340.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2019,118236.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2019,114104.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2019,124563.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2019,57905.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Chile,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2019,66658.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2019,34652.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2019,17487.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2019,17165.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2019,28214.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2019,6438.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2019,111860.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,56753.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,55107.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,89169.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2019,22691.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,45081.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,21552.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,23529.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2019,38959.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2019,6122.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,6077.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2019,2668.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2019,3409.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2019,5479.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2019,598.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2019,865.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,492.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,373.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,464.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,260.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,204.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,41.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2019,25.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2019,16.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2019,243.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2019,136.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2019,107.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2019,7618.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,4405.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,3213.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,3438.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,1893.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,1545.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2019,8871.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,4719.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,4152.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,3979.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,1996.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,1983.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,541.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2019,272.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2019,269.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2019,16937.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2019,8213.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2019,8724.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2019,6330.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2019,2867.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2019,3463.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2019,1800.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2019,762.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2019,1038.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2019,778801.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2019,396914.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2019,381887.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2019,595700.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2019,283564.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2019,312136.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2019,476029.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2019,217803.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2019,258226.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2019,12145.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2019,5902.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2019,6243.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2019,10066.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2019,2079.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2019,31363.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,15619.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,15744.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,25789.0,Número de matriculados en situación de movilidad al inicio del año escolar.
